File No.,ID
322,012014420
323,120044220
324,240004100
325,144003340
326,130001400
327,230040100
328,343021100
329,224044050
330,430014230
331,140032020
332,013020420
333,144030110
334,320041150
335,240034220
336,332020440
337,431020300
338,114031000
339,441030230
340,422034040
341,024003230
342,414032130
343,043041400
344,242042110
345,234021250
346,302002410
347,430014030
348,421022020
349,242003240
350,203024230
351,200010100
352,002023200
353,213013320
354,301044250
355,124004350
356,412000230
357,134044320
358,404013100
359,211020230
360,020010010
361,142040120
362,132034320
363,342024450
364,340014150
365,304033050
366,110022250
367,443042140
368,420034140
369,100021450
370,441023240
371,113014300
372,224001400
373,230022420
374,230000310
375,241043100
376,042022400
377,444001330
378,143024150
379,140042110
380,012014230
381,321030420
382,332021440
383,104033100
384,004003250
385,221013310
386,041001020
387,204010240
388,132041130
389,143044320
390,231013350
391,241003210
392,144011410
393,312041130
394,013043150
395,402041400
396,111012330
397,334031210
398,030000320
399,300020410
400,423003120
401,412013300
402,232021040
403,204031310
404,212004150
405,030032110
406,242040240
407,414004420
408,110000420
409,143034240
410,300012200
411,330021200
412,112004210
413,444033400
414,144022030
415,424034020
416,314000450
417,013012350
418,133003040
419,321002110
420,344033430
421,302041040
422,003042230
423,440010420
424,120001310
425,322044020
426,114004310
427,022030200
428,104023030
429,400012410
430,113013150
431,003004000
432,231010440
433,202022300
434,200030310
435,400014140
436,420044120
437,340032110
438,200033010
439,110032300
440,141034110
441,200031020
442,033002420
443,023013330
444,032020050
445,341032440
446,041042110
447,133034420
448,110042140
449,323004220
450,334013030
451,344030350
452,234043150
453,213000220
454,232031100
455,140014110
456,240044040
457,102022310
458,031020240
459,010002200
460,424000310
461,021041130
462,342013420
463,141013210
464,402023020
465,004034200
466,344004210
467,031013450
468,114040310
469,043041320
470,111030120
471,230003320
472,431020450
473,302020300
474,042020140
475,103044410
476,402030140
477,342041410
478,233004140
479,031022210
480,330031230
481,103044350
482,410034200
483,240020030
484,104022000
485,123004220
486,431012330
487,432022010
488,023032150
489,142023340
490,432010220
491,120033140
492,101024220
493,013002410
494,343014440
495,431032030
496,120030210
497,004013250
498,111034120
499,424000450
500,310040030
501,013000030
502,021010250
503,101024420
504,102014140
505,213042220
506,434024320
507,112043320
508,202003250
509,412021440
510,423012300
511,040010100
512,100023230
513,020001440
514,314003350
515,243022300
516,314040010
517,010003310
518,331031110
519,213014250
520,404034400
521,442044320
522,144041350
523,431001210
524,000013030
525,413024010
526,311032030
527,340033300
528,443002000
529,310023030
530,421032000
531,341010140
532,101022100
533,231030020
534,034031350
535,113024220
536,411023440
537,132024150
538,403010330
539,422001050
540,410013220
541,122041420
542,230022340
543,334004410
544,244011040
545,121041330
546,231000020
547,144010020
548,043030340
549,141042340
550,303021230
551,240020400
552,341044250
553,110012140
554,120021100
555,314013030
556,311042450
557,202024210
558,224032220
559,100041110
560,412024110
561,243001120
562,201012450
563,024033300
564,044040420
565,232023010
566,204024100
567,432032200
568,201020110
569,012003230
570,324023440
571,021022020
572,433044450
573,144012340
574,204042140
575,131021150
576,104044210
577,104003200
578,103043140
579,320004410
580,033010330
581,140001400
582,222040250
583,344031230
584,401002110
585,043021400
586,340013400
587,411032010
588,343004220
589,031003220
590,303030230
591,032024140
592,443022300
593,302003220
594,141023010
595,333012020
596,024020120
597,024040340
598,214031340
599,101001230
600,242041300
601,104011240
602,300034150
603,432004210
604,001000130
605,113042330
606,230030000
607,244033240
608,444010100
609,202012240
610,311024410
611,002044130
612,112031430
613,102012220
614,244010140
615,002042150
616,331023210
617,314042320
618,231010210
619,134020330
620,441040150
621,111003010
622,103002400
623,033022050
624,233004330
625,044024200
626,331020050
627,242024340
628,111003440
629,011022120
630,100023300
631,031003310
632,112014040
633,003001420
634,014002230
635,131013240
636,243001140
637,010040430
638,333044250
639,433014150
640,034011300
641,210042040
642,333041020
643,001010220
644,010044400
645,331021220
646,201023250
647,411024400
648,423021320
649,113024440
650,220030350
651,230041340
652,423000140
653,334021310
654,102041340
655,324031200
656,040021110
657,322031040
658,410043210
659,343030220
660,322003400
661,002020430
662,324011200
663,140040320
664,001034330
665,343000230
666,022020010
667,302032120
668,100003000
669,322041450
670,134024350
671,200002410
672,010032040
673,442040430
674,021024400
675,414032430
676,341021210
677,132021110
678,133032220
679,122004200
680,032032100
681,343030330
682,424010350
683,333021220
684,430010300
685,203030020
686,044020420
687,303033300
688,144043340
689,303033150
690,123031210
691,233002010
692,042021310
693,102033240
694,410042130
695,441042250
696,102042440
697,204003110
698,324000420
699,413022410
700,211041200
701,134030310
702,200034420
703,411033150
704,403040030
705,103004340
706,314020410
707,122040100
708,022000220
709,340012330
710,043044150
711,233002000
712,423024320
713,040030130
714,434000230
715,214021310
716,412033000
717,411040220
718,231002310
719,444024410
720,013001030
721,201043200
722,202044330
723,040043350
724,131022450
725,200000450
726,212012140
727,214040040
728,341031430
729,010002140
730,132004310
731,331013350
732,400031210
733,301033020
734,100021100
735,123032320
736,044011020
737,023020000
738,112012220
739,304044420
740,024041210
741,021044300
742,121021340
743,133034120
744,422023100
745,432031310
746,330021300
747,420020120
748,034014110
749,034040240
750,223000220
751,414034120
752,420030110
753,422043200
754,112012410
755,001030100
756,201021310
757,411000340
758,301034320
759,421041010
760,432023140
761,320012230
762,410034310
763,413012330
764,321001030
765,204010150
766,010012320
767,343012430
768,101004410
769,111013400
770,010030240
771,014041120
772,044011030
773,340024300
774,404013310
775,232041010
776,333021030
777,111041410
778,132013020
779,343001400
780,202012140
781,124002310
782,104021240
783,111001150
784,204033330
785,104022210
786,121001450
787,012003210
788,210001240
789,402033020
790,303010450
791,232041340
792,432010010
793,423002200
794,403004150
795,344023020
796,022002210
797,101000420
798,314044310
799,423030430
800,401041210
801,032043400
802,331010100
803,132013300
804,433001010
805,110022200
806,333024250
807,333022410
808,444041230
809,442000050
810,132012010
811,430024050
812,323013250
813,014014020
814,202000320
815,142021150
816,233041230
817,140042150
818,234044220
819,014030220
820,044030430
821,003011100
822,222002030
823,233030140
824,114030030
825,444013440
826,314011200
827,320012020
828,044022220
829,441013310
830,444001110
831,124020020
832,012024250
833,242040330
834,333004300
835,003024230
836,422044400
837,434044450
838,012040150
839,100010050
840,201032430
841,343013120
842,414010010
843,420002110
844,034032250
845,432000240
846,224012300
847,141011010
848,213002240
849,234014430
850,421000020
851,221043240
852,024013400
853,421001140
854,021014340
855,441043320
856,140042120
857,041001410
858,030014140
859,113013050
860,043002350
861,124020030
862,404032300
863,232013240
864,332023120
865,420010250
866,212014220
867,002014450
868,004003300
869,000044430
870,414013400
871,224032130
872,442041130
873,311000340
874,044021010
875,403003300
876,230014330
877,220031010
878,124001020
879,420003400
880,212011230
881,302000020
882,114020400
883,322000150
884,000030050
885,243010250
886,021020430
887,202013230
888,421034400
889,024004000
890,321043050
891,303043150
892,310023240
893,124031410
894,102033450
895,140041100
896,100042400
897,204020110
898,041032240
899,132020330
900,221020140
901,140042310
902,213020300
903,334023120
904,134044150
905,133000130
906,423044130
907,032002350
908,302030020
909,242010400
910,142011310
911,330032240
912,044013400
913,223002240
914,421043100
915,330040220
916,300032210
917,012033120
918,020031200
919,233043420
920,332002110
921,140043140
922,304022000
923,004034230
924,321030110
925,144013250
926,321040320
927,002032030
928,332041150
929,214010400
930,143002440
931,020030400
932,210010350
933,024012100
934,143023040
935,122044330
936,214024050
937,042004340
938,343043340
939,312032000
940,232002400
941,002004340
942,100014050
943,012042230
944,102042140
945,021000150
946,234014010
947,030020150
948,211002210
949,110043240
950,302012010
951,023013100
952,244002330
953,443043150
954,414001230
955,332012040
956,040020450
957,200033440
958,433033350
959,003020330
960,004002150
961,142011230
962,433033340
963,141021210
964,013040100
965,111004020
966,220010030
967,403014350
968,443014030
969,141034310
970,222034210
971,202000230
972,221030330
973,314031030
974,430011130
975,131002300
976,003004020
977,103021420
978,433024320
979,230014000
980,313013000
981,314040450
982,230024400
983,031020110
984,133022350
985,342034400
986,040000250
987,323032320
988,430022010
989,044034210
990,440000420
991,041032200
992,413001320
993,032044350
994,324034000
995,103040240
996,331003330
997,110003150
998,334031140
999,000044400
1000,233042210
1001,320011400
1002,334013140
1003,221043040
1004,032014200
1005,314022120
1006,320000140
1007,233030220
1008,412044350
1009,110014140
1010,403042100
1011,030004000
1012,343030150
1013,432032330
1014,324030130
1015,114032440
1016,210014040
1017,200011400
1018,024042310
1019,003010100
1020,311010450
1021,234042250
1022,002043030
1023,142044230
1024,343000300
1025,122033100
1026,332020450
1027,303020410
1028,021012030
1029,201021010
1030,442040330
1031,230011450
1032,311011200
1033,324022010
1034,020032350
1035,122014400
1036,423000340
1037,200031330
1038,020013400
1039,223022320
1040,231032330
1041,231033400
1042,333034230
1043,004011300
1044,330000310
1045,221021340
1046,123020120
1047,114032340
1048,303012450
1049,230013050
1050,413000200
1051,310043110
1052,040013140
1053,020033020
1054,202002430
1055,320034310
1056,121011230
1057,333044340
1058,412011340
1059,413033350
1060,401001050
1061,204034250
1062,044004120
1063,211004310
1064,224003230
1065,140040010
1066,342001100
1067,344040300
1068,202001300
1069,423011410
1070,442042120
1071,334030440
1072,200022020
1073,221034200
1074,401022210
1075,001044410
1076,321004210
1077,343040100
1078,210004010
1079,424021220
1080,233004200
1081,242043400
1082,012043410
1083,101010450
1084,100042240
1085,300043400
1086,100022150
1087,404043140
1088,441021250
1089,004043030
1090,310034310
1091,403032250
1092,233023350
1093,231010110
1094,403042140
1095,001023110
1096,100040420
1097,111023200
1098,223034450
1099,034031420
1100,413040230
1101,132010210
1102,311044400
1103,234014020
1104,000011440
1105,230033210
1106,000012050
1107,401013230
1108,043020420
1109,321023110
1110,432024000
1111,401031410
1112,224001140
1113,110014340
1114,114024430
1115,213031050
1116,221030250
1117,210032000
1118,123010430
1119,030033340
1120,020014140
1121,112020230
1122,431030440
1123,314000330
1124,414002050
1125,211001310
1126,013043030
1127,220011130
1128,443003300
1129,434042030
1130,003032130
1131,431022310
1132,332024130
1133,404020250
1134,140000400
1135,122013040
1136,242033240
1137,330032030
1138,101000010
1139,004004130
1140,330030020
1141,341001130
1142,234010410
1143,030024250
1144,041040210
1145,400042450
1146,213044010
1147,321003450
1148,142040440
1149,313032430
1150,324034450
1151,223010000
1152,440034220
1153,332033000
1154,134040300
1155,321003300
1156,324030210
1157,201004330
1158,403041210
1159,021001030
1160,011033050
1161,013021020
1162,133002420
1163,323003230
1164,124014300
1165,020004330
1166,201043410
1167,403041330
1168,140021440
1169,130024150
1170,004042030
1171,222043420
1172,423012230
1173,032020210
1174,101014420
1175,123044150
1176,202011340
1177,430011440
1178,022023420
1179,303024130
1180,004011230
1181,313043030
1182,024010350
1183,224011050
1184,341010150
1185,321042400
1186,323013020
1187,144041450
1188,143040100
1189,213043140
1190,123011050
1191,004003150
1192,232040120
1193,422043240
1194,342022340
1195,341012430
1196,243004130
1197,034044000
1198,310012130
1199,333040120
1200,320033230
1201,243002320
1202,234022040
1203,444031340
1204,313012110
1205,143021050
1206,134031330
1207,204011150
1208,233013020
1209,232012340
1210,400031000
1211,243012350
1212,204002330
1213,331013230
1214,401033120
1215,042023050
1216,242033230
1217,112022150
1218,341032430
1219,422004200
1220,412041200
1221,312002050
1222,424041330
1223,314042000
1224,323004030
1225,120041310
1226,314002250
1227,112001320
1228,434021120
1229,432004450
1230,334010030
1231,031042350
1232,121030000
1233,143002450
1234,310013000
1235,042023300
1236,220000020
1237,034034440
1238,240022400
1239,120021340
1240,012041200
1241,001002100
1242,241012130
1243,211042050
1244,341002420
1245,102020440
1246,112023140
1247,020022440
1248,400030410
1249,433020120
1250,102000420
1251,021020410
1252,200010150
1253,234034420
1254,310011150
1255,420004040
1256,141004200
1257,200032340
1258,120013440
1259,324011310
1260,123032310
1261,413034230
1262,223031400
1263,300031310
1264,311021210
1265,002011140
1266,210001310
1267,200022330
1268,414011000
1269,144012030
1270,241011050
1271,040021310
1272,112033220
1273,204040140
1274,343010410
1275,434042350
1276,310003210
1277,434014150
1278,041000110
1279,034012330
1280,001042020
1281,100022010
1282,242020300
1283,140021100
1284,401030050
1285,432022020
1286,331001400
1287,013031220
1288,142003200
1289,324002420
1290,430043220
1291,113031400
1292,203033430
1293,204003320
1294,341044040
1295,304004000
1296,003033400
1297,124020420
1298,304004110
1299,441002050
1300,113012410
1301,333044140
1302,134031340
1303,104021230
1304,433012050
1305,213012210
1306,321043250
1307,433003140
1308,142043100
1309,412000310
1310,403004100
1311,141003310
1312,200021050
1313,034001140
1314,000043440
1315,303001230
1316,312042400
1317,120021430
1318,402043110
1319,312011300
1320,100034350
1321,012042410
1322,320023450
1323,324003210
1324,101013000
1325,432033100
1326,340043100
1327,221000230
1328,443022350
1329,321002040
1330,140013100
1331,444001250
1332,413024000
1333,140021250
1334,133032230
1335,302032440
1336,204011250
1337,142023020
1338,203021220
1339,204033440
1340,110024030
1341,240000200
1342,210021040
1343,012001300
1344,324040150
1345,123002440
1346,114044250
1347,433032420
1348,302030420
1349,012041400
1350,301020120
1351,030010330
1352,443033350
1353,440003000
1354,044020010
1355,220002250
1356,021020230
1357,024043220
1358,130043030
1359,014034000
1360,221013150
1361,213021300
1362,123021210
1363,320043250
1364,002003120
1365,122011120
1366,131030030
1367,342024410
1368,322040440
1369,032011350
1370,003041300
1371,413012240
1372,401021230
1373,123021400
1374,234004000
1375,220004400
1376,104032130
1377,221020020
1378,322041350
1379,343001250
1380,323001400
1381,342040140
1382,144004120
1383,210004350
1384,314011450
1385,040012020
1386,113014100
1387,230013250
1388,424000110
1389,421030130
1390,234020220
1391,014000050
1392,100021410
1393,302002100
1394,112042350
1395,102003200
1396,023040230
1397,044014140
1398,030001240
1399,014032450
1400,000010340
1401,202001010
1402,143010330
1403,421034240
1404,324040340
1405,021013110
1406,043044340
1407,142034050
1408,442010250
1409,200002420
1410,220040150
1411,221021120
1412,240044020
1413,041014430
1414,403022140
1415,102001020
1416,041003100
1417,123033350
1418,431031040
1419,430013250
1420,144021130
1421,123032330
1422,020033220
1423,124012350
1424,210041310
1425,133041240
1426,124034240
1427,114032450
1428,413032440
1429,310034140
1430,400011320
1431,103014200
1432,304002420
1433,111011240
1434,414041110
1435,033002030
1436,023003020
1437,021034440
1438,442021120
1439,414034450
1440,110032310
1441,441040250
1442,401023320
1443,004040330
1444,232043200
1445,303004030
1446,103004150
1447,404003440
1448,334041050
1449,341032110
1450,000033310
1451,414002400
1452,433031210
1453,340034150
1454,233004310
1455,004022330
1456,230042400
1457,334040440
1458,400033350
1459,214022320
1460,203023110
1461,303042450
1462,021033200
1463,413034320
1464,210004200
1465,424020020
1466,024042300
1467,412020300
1468,032030040
1469,130034330
1470,013020350
1471,101013040
1472,011011040
1473,324042140
1474,421043300
1475,334002340
1476,443024320
1477,131023420
1478,202000350
1479,422014420
1480,300001450
1481,240034430
1482,124021450
1483,312030140
1484,310030250
1485,300020200
1486,434004440
1487,423033440
1488,402010100
1489,244002450
1490,111003240
1491,433023250
1492,101022450
1493,140040140
1494,140013130
1495,303012430
1496,100033330
1497,124031300
1498,042010010
1499,320034330
1500,100013110
1501,332001240
1502,014004120
1503,040040350
1504,441033230
1505,213032200
1506,304000300
1507,230002040
1508,000042450
1509,404041140
1510,202022020
1511,044044450
1512,031012300
1513,320032430
1514,113014440
1515,414023010
1516,122023350
1517,304011110
1518,210042240
1519,302010410
1520,002020050
1521,433043300
1522,031011030
1523,313000230
1524,041003430
1525,201021430
1526,420041050
1527,344033050
1528,303033450
1529,224024310
1530,422033220
1531,132024010
1532,123023140
1533,224041050
1534,440041310
1535,314012420
1536,033040200
1537,233022050
1538,234033050
1539,421011310
1540,112044350
1541,141021240
1542,432003400
1543,312030250
1544,314023040
1545,134043010
1546,030040440
1547,024021140
1548,424034150
1549,243033220
1550,204004250
1551,213044000
1552,202044320
1553,104020320
1554,224004040
1555,333034440
1556,434040250
1557,414002020
1558,004024240
1559,100002250
1560,332004340
1561,111024220
1562,122023150
1563,010041200
1564,343023130
1565,104023050
1566,234013430
1567,120004030
1568,123011220
1569,000034240
1570,010043110
1571,241031320
1572,130001110
1573,114043110
1574,033030440
1575,014034230
1576,004030410
1577,020012030
1578,111012240
1579,212000240
1580,144041210
1581,440041120
1582,023040420
1583,334001350
1584,422034150
1585,223022130
1586,022013320
1587,040010110
1588,404034200
1589,142000210
1590,310032010
1591,322031350
1592,303024330
1593,223042420
1594,434040420
1595,422024020
1596,331022410
1597,003033300
1598,020020050
1599,304004320
1600,121022320
1601,441012350
1602,024023440
1603,412010040
1604,011030130
1605,224014440
1606,113023150
1607,040002230
1608,331041130
1609,341032040
1610,121022300
1611,203014250
1612,412041410
1613,030042130
1614,323034320
1615,312010100
1616,330000210
1617,342010020
1618,021042350
1619,302013350
1620,422031100
1621,024034230
1622,421002110
1623,201003240
1624,131033310
1625,401030330
1626,322020140
1627,204031220
1628,100033410
1629,031033050
1630,010003450
1631,404014100
1632,331032320
1633,130020010
1634,103044440
1635,330000440
1636,203044320
1637,324012320
1638,000024240
1639,230013150
1640,221002200
1641,102023200
1642,421020020
1643,310041400
1644,033041220
1645,410023220
1646,443043140
1647,323044430
1648,114001210
1649,123033000
1650,201004140
1651,300000450
1652,244012400
1653,432041330
1654,313034450
1655,031031200
1656,323003040
1657,310034430
1658,233032140
1659,214044020
1660,310040450
1661,141012120
1662,234042010
1663,101032440
1664,331013110
1665,142000340
1666,413030340
1667,401041350
1668,233020450
1669,444042010
1670,204004320
1671,434033030
1672,323043220
1673,030030310
1674,121040000
1675,202002140
1676,003000330
1677,232001210
1678,012002220
1679,110011210
1680,204023030
1681,304013030
1682,413014240
1683,300014030
1684,003032100
1685,201024440
1686,221030340
1687,141022020
1688,030044040
1689,001002200
1690,244034350
1691,333042330
1692,144011040
1693,130043340
1694,003004140
1695,330014330
1696,044033020
1697,411044250
1698,040014100
1699,220012320
1700,111034040
1701,111044340
1702,102010120
1703,444022120
1704,421021410
1705,011023320
1706,220013400
1707,234042410
1708,341044100
1709,124031230
1710,211001030
1711,241004320
1712,033034130
1713,330042330
1714,404042210
1715,043040210
1716,313023230
1717,022042430
1718,412003240
1719,100014350
1720,433034020
1721,213013420
1722,310041350
1723,442033350
1724,430030030
1725,031022040
1726,311002200
1727,101011150
1728,224002440
1729,104043210
1730,411002040
1731,200003310
1732,143010450
1733,421032450
1734,123030110
1735,342033340
1736,434040040
1737,040000050
1738,034013150
1739,141000120
1740,041012420
1741,422031140
1742,122031420
1743,022001340
1744,322022130
1745,120022050
1746,131032130
1747,102021140
1748,024010320
1749,030022340
1750,044003130
1751,441020110
1752,030000000
1753,211001010
1754,420023150
1755,421020210
1756,121022220
1757,222014120
1758,224044320
1759,432031050
1760,121012020
1761,011002240
1762,144042440
1763,102034420
1764,400011120
1765,004024100
1766,032000110
1767,214033200
1768,332030430
1769,414030010
1770,440001300
1771,342022400
1772,140042040
1773,333032430
1774,420004130
1775,202003030
1776,412042020
1777,232041050
1778,320042420
1779,304033250
1780,404032100
1781,013001150
1782,223022150
1783,002033050
1784,433031430
1785,431004310
1786,014031350
1787,224010140
1788,430042240
1789,331000300
1790,431041340
1791,213031440
1792,110024250
1793,310001250
1794,314032110
1795,131042400
1796,134043220
1797,430003210
1798,034043100
1799,343032430
1800,240041250
1801,231013250
1802,424032310
1803,034030030
1804,200012420
1805,313043400
1806,303003010
1807,120001100
1808,024012330
1809,100042220
1810,424014320
1811,423044330
1812,434042440
1813,231031240
1814,403024200
1815,024011440
1816,323004410
1817,240010030
1818,121010250
1819,130032410
1820,141011430
1821,031010400
1822,010021010
1823,321024400
1824,012002450
1825,320044420
1826,332032300
1827,413021350
1828,303043020
1829,141001130
1830,233010450
1831,024010240
1832,003031210
1833,120044240
1834,123030230
1835,002041210
1836,213040050
1837,231014130
1838,421023220
1839,101001320
1840,013022320
1841,143042440
1842,311034030
1843,223014420
1844,041042450
1845,043021020
1846,203020020
1847,431020210
1848,312011000
1849,112031230
1850,213004330
1851,123030220
1852,420042230
1853,321011130
1854,033002020
1855,234044310
1856,204003120
1857,404023230
1858,143040340
1859,104020020
1860,312031240
1861,311032440
1862,101011010
1863,320040330
1864,012021330
1865,314034140
1866,222043250
1867,143020450
1868,141034450
1869,320013350
1870,332001310
1871,424043230
1872,424041220
1873,113030250
1874,331042250
1875,143013150
1876,404033400
1877,224034030
1878,343032320
1879,422011400
1880,132001400
1881,432020000
1882,244010250
1883,004041440
1884,121033200
1885,230042420
1886,124031250
1887,034000050
1888,034021400
1889,332014320
1890,300012410
1891,010043430
1892,131010130
1893,030030230
1894,011043240
1895,332033220
1896,403034440
1897,441013400
1898,313033310
1899,203014340
1900,403021430
1901,024044410
1902,321024230
1903,310023250
1904,424033350
1905,221010200
1906,141033220
1907,243042100
1908,012000110
1909,342011310
1910,042033150
1911,011040200
1912,333012100
1913,232010330
1914,331043120
1915,240012230
1916,344003150
1917,241001320
1918,340030310
1919,334002220
1920,144031450
1921,042044330
1922,024022220
1923,023012000
1924,244001220
1925,304003400
1926,230011010
1927,040032150
1928,443004010
1929,021011320
1930,400040040
1931,100000010
1932,242042410
1933,132014420
1934,004013350
1935,421033330
1936,142040100
1937,010043350
1938,030002020
1939,410002320
1940,110020350
1941,403012130
1942,100004110
1943,400003330
1944,033024010
1945,340044200
1946,232014100
1947,144040010
1948,241023340
1949,110022110
1950,001024020
1951,312023410
1952,011031320
1953,102043020
1954,203012100
1955,233041440
1956,223034110
1957,042003020
1958,114024020
1959,213034400
1960,431041430
1961,403012320
1962,301001140
1963,330023040
1964,223021010
1965,020021150
1966,043033430
1967,122034240
1968,022012140
1969,311040420
1970,434023000
1971,200023320
1972,202041040
1973,211031430
1974,030024200
1975,434004110
1976,034013210
1977,203002030
1978,041041030
1979,344011310
1980,400023410
1981,314001430
1982,120021440
1983,113043240
1984,224024340
1985,034033120
1986,131013330
1987,014031140
1988,204030300
1989,442024430
1990,320012340
1991,222033220
1992,404004140
1993,324021230
1994,212003430
1995,202014350
1996,223011000
1997,033040340
1998,001001000
1999,230030010
2000,330040420
2001,001023050
2002,301042100
2003,403001340
2004,043003230
2005,314030250
2006,241031030
2007,140020130
2008,210013330
2009,433013120
2010,124000320
2011,020003250
2012,243043440
2013,302044010
2014,322014140
2015,030003130
2016,342021240
2017,000044230
2018,102013310
2019,004013230
2020,221041340
2021,201033350
2022,003010310
2023,141040110
2024,021031330
2025,134003200
2026,403013400
2027,431000020
2028,110042110
2029,440042000
2030,024002220
2031,200043140
2032,224042340
2033,104013210
2034,401023100
2035,032023010
2036,333020000
2037,310021320
2038,341014220
2039,223010420
2040,022043200
2041,321021030
2042,304032440
2043,142001020
2044,302013130
2045,013020000
2046,313030410
2047,043021350
2048,114011150
2049,101022220
2050,341020120
2051,313000420
2052,344014410
2053,100024320
2054,234010020
2055,434011250
2056,033022330
2057,132033110
2058,042014140
2059,414020050
2060,111043410
2061,021034010
2062,032022140
2063,122013010
2064,034032330
2065,010002310
2066,113023000
2067,430014450
2068,422001040
2069,123011040
2070,334000050
2071,310004450
2072,340031150
2073,331033250
2074,142021120
2075,423013230
2076,143024100
2077,033002340
2078,040042300
2079,102023230
2080,120003000
2081,202011240
2082,234002110
2083,103041420
2084,013010150
2085,020031020
2086,334033110
2087,343042300
2088,413004200
2089,000024100
2090,413012400
2091,043030210
2092,312043050
2093,103011200
2094,014000320
2095,212010030
2096,042013140
2097,431040300
2098,413031430
2099,210042220
2100,410033040
2101,121001340
2102,220031400
2103,331010320
2104,204010120
2105,204002310
2106,343040200
2107,440032220
2108,332013200
2109,340030100
2110,243044100
2111,410032210
2112,021001140
2113,432044320
2114,432040410
2115,421032030
2116,134041430
2117,321033400
2118,431000200
2119,032024200
2120,402002240
2121,434031020
2122,024043410
2123,412022420
2124,114011430
2125,240020430
2126,410020150
2127,124034250
2128,004022040
2129,441014340
2130,430033010
2131,003042430
2132,340020350
2133,012034320
2134,413021000
2135,032024320
2136,411012440
2137,042033140
2138,401021000
2139,230040250
